caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
A road sign standing near a telephone pole,8,150,138,0,5,2,53
A woman with an umbrella hat talks on her cell phone. ,11,186,186,0,5,8,91
The lady on the phone is wearing an umbrella hat.,10,174,162,0,4,10,54
A woman with an umbrella hat holds a cellphone up to her ear.,13,210,198,0,5,11,177
A woman with an umbrella hat on talking on a cell phone.,12,198,186,0,5,3,35
the woman is wearing and umbrella hat and on her phone. ,11,210,210,0,6,11,169
A swan in the water near a boat tied to a dock.,12,186,162,0,3,75,201
A white swan swimming through a lake next to a boat.,11,198,174,0,5,124,369
Swan floating on a river in front of a boat.,10,186,174,0,5,111,280
A white duck is swimming in the water near a boat. ,11,210,198,0,5,11,84
A white swan is swimming near a docked boat.,9,174,162,0,5,5,13
a red train is riding down the tracks ,8,162,162,0,5,34,177
The large red train is attached to wires above it. ,10,174,174,0,4,250,1052
A large red electrical passenger train riding down railroad tracks.,10,174,174,0,5,47,307
A red train traveling down tracks next to a field.,10,186,174,0,5,72,288
red and white train traveling on a train track,9,186,186,0,6,39,58
A long train traveling through a train yard.,8,150,138,0,5,43,351
a train on a train track next to a parking lot,11,174,150,0,3,48,13
An outdoor train yard area with several sets of train tracks and train cars extending down one set of tracks.,20,294,246,0,5,485,1902
A long train pulling several cars along the tracks,9,162,162,0,5,95,272
A landscape view of a railroad yard and train,9,150,138,0,3,8,456
A group of commuters standing around a train station.,9,162,150,0,5,18,75
A group of people wait for the subway.,8,138,138,0,3,138,1498
People at a train station board and unboard a train,10,210,198,0,9,660,4538
A train station with people waiting to get on the train,11,198,198,0,4,2,48
Pedestrians standing outside a train station waiting for the train. ,10,174,174,0,5,238,1086
A sign is next to an ornate white gazebo.,9,162,162,0,4,13,110
A street sign is pictured at the forefront with an ornate building in the background. ,15,258,246,0,5,11,54
A stop sign with a pagoda in the background.,9,150,138,0,3,1,100
Very detailed white roof behind a stop sign.,8,150,150,0,4,220,1470
A stop sign with the work stop written in Arabic.,10,174,174,0,5,159,3574
the man is working on his laptop while he waits for the train.,13,222,210,0,5,165,1164
A man in a button up shirt sitting by himself. ,10,174,162,0,5,548,1353
a male in a white shirt a bicycle and an orange and white train,14,210,186,0,3,74,149
A man operates a laptop at a table in a train station.,12,198,162,0,5,43,534
there is a man sitting at a table using a lap top,12,198,174,0,5,1022,5139
A large long train on a steel track.,8,138,126,0,3,2,14
A red and white train passing by a street.,9,186,174,0,6,54,257
A red train going down the track in the city.,10,186,174,0,5,51,265
A long red and white train travels near many other tracks.,11,186,186,0,5,66,388
Red and white commuter train riding down tracks next to the highway. ,12,222,222,0,6,6,174
Parking lot full of different colored semi trucks.,8,150,150,0,5,16,49
"Yellow, white and blue trucks are parked in a parking lot.",11,198,198,0,5,18,51
A wharehouse accomodates a vast array of big trucks.  ,9,150,138,66,3,262,1019
A building with many trucks of different colors on a parking lot.  ,12,186,174,0,3,24,6
A parking lot with various trucks in it next to a building.,12,186,174,0,3,234,755
A herd of cattle walking across a sandy beach near the ocean.,12,198,186,0,5,3,33
Cows walk along a beach with a mountain in the distance.,11,186,174,0,5,14,58
A train of animals in the distance on the beach.,10,162,150,0,3,6,12
A group of animals walking by the water with an island in the background.,14,222,210,0,5,458,2806
animals standing along the shore in a line,8,162,162,0,5,357,2463
A cat outside looking straight ahead with a tree behind it.,11,234,222,0,8,1,5
A very close shot of a cat's face in front of the camera. ,13,210,198,0,4,737,2836
A brown cat stares at something in the field,9,150,150,0,3,7,36
A tawny cat stares wide-eyed into the distance.,8,162,162,0,5,84,1078
A orange cat with green eyes and long whiskers.,9,150,150,0,3,93,571
A green utility truck is parked on a street while a man climbs inside.,14,258,234,0,5,140,284
some people sitting on top of a green truck as another man tries to get in it ,17,306,306,0,5,616,2985
A large truck on a city street with two works sitting on top and one worker climbing in through door.,20,318,306,0,5,669,2840
a man is sitting on top of a green truck,10,186,174,0,5,553,2209
a truck with an open door and two people sitting on top,12,198,198,0,5,208,311
A couple of food trucks parked in a parking lot.,10,174,162,0,5,941,4172
Food trucks are parked around small oval tables.,8,162,162,0,5,1342,6021
Several food trucks parked in an area that has tables and some chairs next to it.,16,258,258,0,5,1040,4486
People get a meal from outdoor food trucks.,8,138,138,72,4,829,3002
A couple of dining trucks are in a parking lot while some people stand or sit in chairs.,18,306,294,0,6,1795,9814
a cat intently watching something that caught its interest  on tv,11,210,210,0,5,107,1088
A cat looking up at the telivision that has something interesting on it. ,13,234,234,0,5,277,3326
A cat looking at a tv monitor on a desk,10,162,138,0,3,62,182
A cat stands in front of a television looking at it attentively. ,12,222,210,84,6,4814,22896
A dark colored cat that is looking up at a television that is on and has a program playing on it.,21,414,366,0,6,87,303
A cat looking like it is using a laptop ,9,162,150,0,4,5,4
A cat that is sitting on a laptop.,8,174,162,0,5,28,119
A large cat is sitting on a laptop computer.,9,174,162,0,5,20,29
A cat that is checking into its Twitter account to post a tweet.,13,246,234,6,6,75,342
A cat sitting in front of a laptop computer.,9,162,150,0,5,13,25
a boat with a rainbow umbrella sitting in water ,9,162,150,0,5,161,457
Three people preparing to launch a small boat in a river.,11,210,198,0,5,126,403
Three people one in the water with two boats one with an umbrella.,13,222,222,0,5,119,666
Two boats beside each other with people holding on to the boats. ,12,198,192,0,4,972,3403
a blue boat is sitting in the water,8,162,162,0,5,110,421
An orange cat sitting on top of a computer desk.,10,174,174,0,5,23,57
A yellow cat is on the desk sniffing a computer keyboard.,11,186,174,0,5,17,90
a keyboard an orange and white cat a desk and a monitor,12,210,198,0,6,81,198
A yellow tabby cat is shown smelling a keyboard.,9,174,162,0,4,39,116
A cat sniffs the keyboard of a computer.,8,138,126,0,3,3,32
Picture of docked boats while sun is setting in distance,10,186,186,0,5,351,1693
A lot of boats sitting on top of a body of water.,12,198,150,0,5,32,69
Small sailboats are lit up on the water.,8,174,174,0,5,12,11
A group of boats parked in dock on the water.,10,186,186,0,5,20,85
Early evening calm at the local boat marina.,8,138,138,6,3,480,2447
am empty bowl and three empty beer bottles in front of a man,13,198,186,0,3,4070,22780
A man poses with an empty bowl and two beers.,10,174,174,0,5,69,246
A person is sitting next to a brown table. ,9,174,162,0,5,188,594
The man sits at a table with a bowl and three beer bottles.,13,210,198,0,5,0,3
A man in a suit sitting a table with an empty bowl and empty beer bottles.,16,234,198,0,3,1,4
A boat sits on the side of the dock.,9,162,150,0,5,34,47
A large white boat in the open water.,8,138,138,0,3,49,125
A white double decker boat n water next to buildings.,10,162,162,0,3,833,2317
A large cruise ship is traveling on the ocean. ,9,174,174,0,5,52,181
A Port River Dolphin Cruise ship sits in the water.,10,174,174,0,5,60,268
"People laying in chairs, walking, and playing in the water on the beach.",13,258,246,0,6,112,477
a large beach filled with many people and umbrellas,9,150,150,0,3,4,15
People are sitting in lounge chairs on the beach.,9,186,186,0,5,81,413
A beach setting with lots of people and sun umbrellas.,10,162,162,0,3,41,176
A group of people at a beach in lounge chairs and umbrella shades.,13,198,186,0,3,59,640
A young man holding a bottle of beer while wearing a suit.,12,210,186,0,6,41,386
A male with a bottled beverage wearing a flower in his lapel.,12,186,162,0,3,5,197
A man holding a bottle of something to drink,9,174,150,0,3,214,1736
A man in a suit having a beer by the water.,11,210,168,0,3,141,1029
A small elephant walks up to the fence in a zoo.,11,186,174,0,5,11,58
"An elephant looks very much like the elephant in the sign outside his enclosure, that is also directly in front of him, that tells visitors about him.   ",27,450,402,24,8,3750,19427
an elephant behind a fence near some water ,8,138,138,0,3,11,46
An elephant standing by a plaque with a description of it.,11,186,174,0,5,5,162
An elephant in a zoo walks behind the Asian Elephant sign.,11,186,186,0,5,314,2288
A man with thick sunglasses and multiple piercings sits with his mouth open.,13,210,210,0,5,175,1027
A young man wearing a tie and sunglasses is looking away.,11,198,186,0,4,190,845
A man in large sunglasses and a lose tie,9,150,138,0,3,34,129
Man with terrible glasses and a horrible lip ring.,9,150,150,0,3,306,1548
A man in a suite wearing a pair of sunglasses.,10,162,138,0,3,29,168
A couch sitting on top of a field of grass.,10,174,144,0,5,423,4302
"a chair,couch and suitcase sitting by the road ",8,150,150,0,5,229,1688
"There is a couch, chair, and luggage sitting on the edge of the curb.",14,222,210,0,5,64,724
"A wood chair, a sofa and cushions, and a roller luggage bag lie by the side of the road.",19,282,240,0,5,285,1527
"A couch, chair, and suitcase sitting on the curb.",9,162,162,0,5,75,268
A group of people are sitting outside an outdoor market.,10,186,186,0,5,1,3
Vendors selling various fresh foods at an outdoor market,9,162,162,0,5,299,1452
The people are sitting and standing at the event in the street.,12,234,210,0,6,240,393
People are gathering at an outdoor food market.,8,162,162,0,5,79,294
Group of people enjoying food at a market.,8,150,150,0,5,11,147
Three pieces of luggage sitting on a floor in front of a curtain.,13,222,192,0,5,53,37
A collection of suitcases lined up in front of hotel curtains.,11,198,180,0,5,87,230
"A piece of luggage is beside bags, one in plastic.",10,162,162,0,3,45,140
"Duffel bag, plastic travel bag, and suitcase sit on carpet in front of drapes.",14,234,234,0,5,56,113
A suitcase as well as other types of luggage are propped up on a carpeted floor indoors.,17,294,282,0,5,0,23
A broken suitcase is on the side of the road.,10,162,150,0,3,167,400
A blue piece of luggage sitting on the side of  a road.,12,198,168,0,5,48,105
Beat up blue suitcase lying on side of road.,9,174,174,0,5,3,60
Closed suit case laying on the ground next to a plant.,11,198,198,0,5,92,927
A discarded piece of blue luggage on an asphalt walk.,10,162,162,0,3,88,214
A woman holding an umbrella while walking in the rain.,10,198,198,0,6,1,12
A woman walking through the rain with an umbrella,9,174,174,0,5,0,19
A woman is walking down the street with an umbrella in tow.,12,222,222,0,5,32,151
a person walking in the rain holding an open umbrella,10,174,174,0,5,86,343
Lady walking on sidewalk in the rain with an umbrella over her head.,13,234,234,0,5,1,1
A dog sitting behind a pair of black shoes.,9,162,150,0,5,127,560
A dog sits on the floor next to some shoes. ,10,186,186,0,5,64,350
A puppy is sitting behind a pair of shoes.,9,174,162,0,5,69,346
a close up of a small dog near a pair of shoes,12,186,162,0,3,324,1514
A small black dog sits beside a pair of shoes.,10,174,162,0,5,52,279
A little boy is playing with a suitcase.,8,150,138,0,4,8,78
A young boy pulling a brown bag of luggage.,9,150,138,0,3,293,1191
A little boy is pulling the luguage  in a suit case,11,198,186,6,5,28,278
A young boy pulls a large brown suitcase.,8,138,126,0,3,1140,4833
a small boy with a bag of luggage,8,138,126,0,3,71,556
a spooky looking hotel resort in the hills,8,150,150,24,4,405,2913
A row of closed brown umbrellas next to a building.,10,162,150,0,3,343,755
several beach umbrellas folded in front of a large house with lots of windows,14,222,204,0,5,566,3005
All of the umbrellas are folded up. ,7,150,150,0,4,429,2178
all umbrellas are closed at he tables outside the hotel ,10,186,186,0,5,593,3380
A newly married couple walking down a street.,8,162,150,0,5,73,230
The woman holds an umbrella for the bride and groom.,10,174,162,0,5,1516,12713
A woman is holding an umbrella over a bride and groom.,11,186,174,0,4,268,3452
