caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
A man on a tennis court holding his racket and waiting,11,972,900,0,6,50,170
a young man in a red shirt is playing tennis ,10,828,756,0,4,73,49
A chair next to a desk with a laptop and phone sitting on it.,14,1116,972,0,5,4,5
A work area with a laptop computer and phone.,9,684,612,0,3,57,155
A desk set up as a workstation with a laptop,10,828,684,0,4,23,90
a desk with a laptop with a mouse and phone,10,756,612,0,3,69,161
A chair next to a table that has electronic items on it.,12,1044,972,0,5,1,7
A large clock tower next to a small white church.,10,756,684,0,3,59,108
An empty street and steeple with a clock on it,10,756,756,0,3,73,486
Tilted shot of a clock tower attached to a building.,10,756,684,0,3,149,1594
A clock tower stands on the side of a building.,10,828,756,0,5,88,302
a tall clock tower with trees all around,8,684,684,0,4,43,58
"A teddy bear laying on top of a bed next to a table with beers.

",15,1260,1116,0,5,247,1790
A chair with a lot of stuffed animals on it sitting beside a small table.,15,1188,1044,0,5,208,1117
Large stuffed animal posed outdoors as if sitting in a chair with beverages on a table.,16,1548,1476,0,5,82,729
The old stuff animal is on an old couch next to bottles.,12,900,828,0,3,138,961
a chair with some kind of stuffed animal on it,10,756,756,0,3,60,499
A woman standing in front of a camera in a room filled with a group of people. ,17,1404,1080,0,5,343,901
Several people in a room having a meeting while someone is recording it.,13,1116,1044,0,5,193,589
a lady operating a video camera in a computer class,10,828,684,0,5,98,380
A woman in white mans the camera that is recording the meeting.,12,1044,972,0,4,2850,11314
A woman standing behind a camera near a laptop computer.,10,828,684,0,5,116,284
A child sitting down in front of a bowl.,9,828,756,0,5,32,102
A child eats food from a bowl at a table. ,10,828,684,0,5,5,17
A child eating from a very large bowl ,8,756,684,0,5,36,99
A girl in orange sweater using spoon in bowl.,9,756,756,0,5,5,64
A young girl is eating out of a big bowl,10,900,828,0,5,7,38
Someone in sandals is standing over a broken cell phone in pieces. ,12,1044,936,0,5,214,1613
a cellophone broken into pieces by a womans feet,9,828,756,0,5,264,1158
A person wearing sandals stands by a broken cell phone.,10,1188,1116,0,5,100,333
A woman with pretty painted toe nails standing in front of a broken cell phone.,15,1116,1044,0,5,114,988
A person sitting at table with a cup looking at a cell phone.,13,1116,972,0,5,6,141
A man sitting at a table viewing a mobile device.,10,828,684,0,5,37,279
A man sitting texting while having a drink,8,828,756,0,6,6,92
A young man checking his phone while enjoying a cup of tea.,12,1044,972,0,6,34,351
A man with a cup of coffee and a cell phone.,11,828,684,0,3,11,144
A kitchen is shown in midst of repairs.,8,756,756,0,5,55,598
A picture of an unfinished back splash in the kitchen with a microwave and other small kitchen appliances.,18,1332,1260,0,3,270,983
A metallic microwave oven sitting on top of a counter.,10,828,756,0,5,20,108
A microwave mounted into a wall next to unfinished cabinets without doors.,12,900,828,0,3,37,336
A microwave that is inside of the wall in a home.,11,900,828,0,4,37,302
A cat stands on top of a blue electric device.,10,828,756,0,5,59,347
a cat sitting on top of a blue refrigerator ,9,756,684,0,5,15,93
"A dark colored cat that has a collar on it, sitting o the top of a blue refrigerator.",18,1548,1404,0,5,61,557
A brown colored cat is on top of a tall gray cabinet.,12,900,828,0,3,20,451
A gray cat standing on the top of a refrigerator.,10,828,756,0,5,24,181
A black refrigerator freezer inside of a kitchen.,8,612,540,0,3,67,55
A large black refrigerator with various bits of paper stuck to it with magnets.,14,1116,1116,0,5,11,60
A black refridgerator has several things hanging on it.,9,756,756,0,5,100,639
A black fridge that is reflecting the room.,8,756,756,0,4,11,102
"A kitchen area with a chair, tiled floor and a refrigerator.",11,828,684,0,3,46,46
A clock mounted on the side of a building next to a street.,13,1044,900,0,5,5,1
An old and somewhat rundown building with a clock above the door.,12,1116,1116,0,6,71,201
A street scene looking at a building with a clock on the wall.,13,972,828,0,3,850,2137
The side of the building has a large clock and several windows.,12,900,828,0,3,114,295
A beige older building with a window display of clothing and a large clock above the door. ,17,1260,1116,0,3,56,322
A clock tower on top of a store building in a busy city.,13,972,828,0,3,1,120
A clock on a white building in a city,9,684,540,0,3,15,49
White building with clocks located to be viewed from 4 angles,11,1116,1116,0,6,106,488
A grey and white clock tower next to street full of cars.,12,1116,1116,0,6,24,37
A building in the city with a clock on the building. ,11,828,648,0,3,21,56
A large flower in a vase is sitting on some wood. ,11,972,900,0,5,3,58
A single white rose in a glass vase.,8,612,540,0,3,0,10
A vase with a flower in it on a wooden rail.,11,828,684,0,3,8,91
A glass vase on a bench has a rose in it.,11,900,756,0,5,4,14
A vase containing water as well as a flower in it.,11,732,660,0,4,10,182
The small stuffed bear is propped into the car dashboard.,10,900,828,0,5,0,20
A small teddy bear is wedged into an opening ina car dashboard.,12,1044,1044,0,5,15,55
Little tedy bear attached to the dashboard of the car,10,756,684,72,3,725,1828
Stuffed toy bear sitting on dashboard of motor vehicle.,9,756,756,0,5,1,4
A small tan teddy bear is wedged into a spot on the dashboard of this car.,16,1332,1260,0,5,0,0
a burger and some fries on a tray,8,612,540,0,3,44,135
An order of food sits on a table.,8,684,684,0,5,19,214
A tray topped with a chicken sandwich next to a cup of fries.,13,972,828,0,3,105,817
A hamburger and fries that are on a tray.,9,756,684,0,4,50,395
A food tray with french fries and a sandwich.,9,684,612,0,3,60,384
a person riding on a bicycle on the street in front of some cars,14,1260,1008,0,5,104,585
The cars are travelling behind the guy on the bicycle,10,900,756,0,5,161,363
a woman rides a bike in front of some cars ,10,828,756,0,5,58,294
A woman on a bike rides on the street in front of cars.,13,1116,1044,0,5,22,170
A woman is riding her bike down the street in front of traffic.,13,1188,1188,0,5,70,525
A scene of an apartment with a dining table and a couple of couches.,14,1044,900,0,3,1,60
"A living room and dining room have two tables, couches, and multiple chairs.",13,972,828,0,3,1,61
"A colorful living area with living room, dining room and a kitchen.",12,900,756,0,3,108,561
"Living area with purple couches, looking into the dining area.",10,756,720,0,3,106,389
A living room and dining room are in pink and green.,11,828,684,0,3,3,30
a number of people in a kitchen preparing food ,9,684,612,0,3,1,1
Chefs and cooks are preparing meals in a restaurant kichen,10,900,900,0,5,0,2
A group of people work in a kitchen together.,9,828,756,0,5,116,193
a bunch of people in a kitchen start to prepare some food ,12,1044,972,0,4,278,615
Chefs working in a kitchen at a restaurant ,8,684,612,0,5,0,0
Two people skateboarding down a roadway in a downhill descent.,10,900,828,0,5,0,50
Two male skateboarders rolling down a paved slope.,8,684,684,0,5,37,396
"Two longboarders coasting, crouched, across a downhill road",8,684,684,72,5,1220,5110
two people riding skate boards on a hilly road,9,756,756,0,5,10,206
Two people on skateboards riding down a slanted road.,9,756,756,0,5,12,169
A crowded kitchen that is cluttered and messy.,8,900,900,0,6,14,169
A cramped kitchen in pictured in this image.,8,612,612,0,3,77,713
It is a kitchen filled with regular kitchen appliances.,9,684,684,0,3,964,3261
Shot of kitchen with fridge alongside and stove near it.,10,756,756,0,3,15,214
A kitchen with fish tanks and many many cabinets is shown.,11,900,828,0,4,34,115
a bath room with a toilet and toilet paper ,9,684,612,0,3,58,236
A bathroom that has a small dividing wall next to it.,11,900,828,0,4,31,149
A narrow bathroom with little room for movement. ,8,612,612,0,3,6,257
A bathroom with a toilet and bathtub beside a hallway.,10,756,612,0,3,30,44
A small bathroom with old toilet and tub,8,612,612,0,3,5,13
A girl is taking a selfie while brushing her teeth.,10,972,900,0,6,7,62
In bathroom taking selfie of herself brushing teeth.,8,684,684,0,4,1859,7328
A woman taking a picture of herself while brushing her teeth,11,972,900,0,6,4,14
A woman brushing her teeth while taking a selfie ,9,828,756,0,6,3,12
A woman brushing her teeth while taking a picture of herself,11,972,900,0,6,0,6
A jeep with a dead bird on the windshield.,9,684,612,0,3,327,950
A cat sleeps on top of a parked jeep.,9,756,684,0,5,35,71
A parked jeep with a cat laying on it's hood.,10,828,756,0,5,47,518
A black and white cat laying on top of a jeep. ,11,1044,972,0,6,49,113
Cat sleeping on the hood of a convertible jeep,9,756,756,0,5,171,1415
A laptop in a bright yellow coffee house.,8,684,612,0,4,167,1105
Someone is online inside the slightly crowded restaurant.,8,828,828,0,5,701,2493
A laptop computer sitting on top of a wooden table.,10,828,756,0,5,119,568
A laptop that is on a table in a restaurant. ,10,828,684,0,4,137,606
A menu is displayed in front of a restaurant.,9,828,756,0,5,197,628
A cow standing outside of a white building with a blue entrance.,12,972,828,0,5,3,2
A cow stands on a sidewalk outside a building. ,9,828,684,0,5,1,0
A cow standing next to a white wall and bright blue door.,12,972,900,0,5,9,37
A cow is standing in the street by a door.,10,972,900,0,5,1,1
The cow is positioned next to the wall. ,8,756,684,0,5,13,51
A cow stands if front of a white wall.,9,756,684,0,5,25,207
A crowd of people standing around a bus next to a parked jetliner.,13,1044,900,0,5,198,735
A group of people standing next to a bus under an airplane.,12,972,900,0,5,342,1993
People getting on to a bus from an airplane on the tarmac,12,1044,1044,0,5,952,4927
An upper shot of several people standing near a plane. ,10,828,828,0,5,259,1063
A bus loads and unloads passengers next to a plane. ,10,1116,1044,0,9,257,1475
An old victorian style bed frame in a bedroom.,9,684,684,0,3,832,4701
A bed in a bedroom with a white covering next to a doorway.,13,972,756,0,3,9,25
A canopy bed with white see through curtains. ,8,612,612,0,3,0,20
a white bed and a ceiling fan light ,8,612,540,144,3,1421,5754
A poster bed with canopy in a room. ,8,612,540,0,3,4,11
A room with a desktop computer and a picture of a mummy. ,12,900,684,36,3,65,161
"A room with a cluttered desk, lots of collectible items on shelves and many posters on the walls.",18,1332,1152,0,3,31,232
The inside of a room with a large collection of CD's.,11,828,756,0,3,151,312
A room with a t.v. and other bedroom items and accessories in it. ,13,972,792,0,3,136,128
A poster of a bald man in a room with a desktop computer.,13,972,756,0,3,548,3655
A group of airplanes in the sky in formation. ,9,684,684,0,3,105,213
The jets are flying through the air in unison.,9,900,828,0,5,25,78
A row of four trick Navy Planes flying in sequence.,10,828,828,0,5,2,77
The planes are all flying in the same direction.,9,900,828,0,5,33,96
a formation of fighter jets flying by in the air,10,900,900,0,5,8,100
The plane was flying high near the flag in the air,11,1044,900,0,5,17,106
A plane flying low with an American flag flying in the foreground.,12,1044,972,0,5,1,41
A plane flying in the sky near an American flag.,10,900,900,0,5,4,7
A passenger jet airplane flies low over trees with an American flag in the foreground.,15,1332,1332,0,5,7,9
a large airplane that is flying through the sky,9,900,900,0,5,18,63
Two large giraffes inside a fenced area interact with one another,11,828,828,0,3,44,415
The back side of two giraffes inside a gated area.,10,756,756,0,3,534,1877
Two giraffes standing next to each other at a zoo,10,900,900,0,5,1,3
Dark giraffe stretches it's neck over towards the other one,10,900,900,0,5,179,646
Two giraffes are standing next to each other.,8,756,756,0,5,7,23
A street intersection with old buildings in the background.,9,684,684,0,3,154,472
a traffic light above a city street ,7,540,468,0,3,30,26
Cars are parked on both sides of the narrow street full of tall buildings.,14,1260,1260,0,5,95,198
The people are parked along the street by the tall buildings.,11,1044,900,0,5,584,2007
The street light is green above a quiet city street.,10,900,900,0,5,36,76
An intersection with antique cars and a bus at it.,10,756,756,0,3,312,1293
an old photo of cars in a city street,9,684,684,0,3,103,327
A white and green bus driving down a street.,9,900,828,0,6,102,498
An old photo of a bus and some cars sitting at an intersection.,13,1044,972,0,5,25,593
